file,type,count,distinct_retired_ids,retired_ids,lines_also_naming_an_in_service_module
server/tools/test_run13_module_evidence.py,test suite,25,10,A1.1 B2.19 B4.1 B4.2 B4.5 B4.6 B4.7 D1.3 D1.4 D1.5,1
server/tools/test_run17_scientific_methods.py,test suite,25,11,A1.1 A3.4 A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6 D1.2,0
REPORT_2026-08-17_run32-cat10-decision-optimization.md,documentation / report prose,24,11,A1.1 A3.4 B2.19 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6 B4.7,2
code_audit/run31_downstream_qualification_execution.csv,per-module audit rows (committed artifact),24,24,B2.1 B2.10 B2.11 B2.12 B2.13 B2.14 B2.15 B2.16 B2.17 B2.19 B2.2 B2.20 B2.3 B2.4 B2.5 B2.6 B2.7 B2.8 B2.9 B4.1 B4.2 B4.5 B4.6 B4.7,0
code_audit/run32_defensibility_browser_api_verification.csv,per-module audit rows (committed artifact),24,12,A1.1 A3.4 B2.19 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6 B4.7 D1.1,0
server/tools/test_run20_lineage_declaration_truth.py,test suite,24,2,A1.1 A5.3,5
server/tools/test_run33_portfolio_health.py,test suite,24,4,D1.1 D1.2 D1.3 D1.4,0
REPORT_2026-08-18_run35-empirical-validation-and-parsimony.md,documentation / report prose,23,12,A1.1 A3.4 A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6 D1.1 D1.5,2
code_audit/run27_parsimony_property_tests.csv,per-module audit rows (committed artifact),23,17,A2.11 B2.10 B2.11 B2.12 B2.13 B2.14 B2.15 B2.16 B2.17 B2.3 B2.4 B2.5 B2.6 D1.1 D1.2 D1.3 D1.5,1
server/app/simulation/lineage.py,simulation source (formula/registry/canonical),23,12,A1.1 A3.4 A5.3 B2.1 B2.14 B2.20 B4.1 B4.2 B4.5 B4.6 D1.2 D1.5,3
server/app/simulation/models_fuzzy.py,simulation source (formula/registry/canonical),23,10,B2.10 B2.11 B2.12 B2.13 B2.14 B2.15 B2.16 B2.17 B2.19 B2.20,0
server/tools/test_d1_module_inputs.py,test suite,23,9,B2.1 B2.2 B2.3 B2.4 B2.5 B2.6 B2.7 B2.8 B2.9,0
server/app/simulation/canonical_v7.py,simulation source (formula/registry/canonical),22,6,B2.19 B4.1 B4.2 B4.5 B4.6 B4.7,1
server/tools/build_run27_report.py,audit-artifact generator / tool,22,16,A3.4 A3.8 B2.20 B2.3 B2.4 B2.5 B2.6 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6 D1.2 D1.3 D1.5,0
research_fixtures/synthetic/OG-SYNTH-0.3/Opus_Gubernatio_Synthetic_Programme_v0.3/module_asset_map.csv,research fixture,21,21,A1.1 A2.10 A2.11 A2.5 A3.8 B2.12 B2.13 B2.14 B2.19 B2.2 B2.20 B2.5 B2.6 B2.7 B2.8 B2.9 B4.1 B4.2 B4.5 B4.6 B4.7,0
research_fixtures/synthetic/OG-SYNTH-0.3/Opus_Gubernatio_Synthetic_Programme_v0.3/module_id_aliases.csv,research fixture,21,21,A1.1 A2.10 A2.11 A2.5 A3.8 B2.12 B2.13 B2.14 B2.19 B2.2 B2.20 B2.5 B2.6 B2.7 B2.8 B2.9 B4.1 B4.2 B4.5 B4.6 B4.7,0
server/app/research_export.py,server source,21,18,A1.1 A3.4 A3.8 B2.1 B2.2 B2.20 B2.3 B2.4 B2.5 B2.6 B2.7 B2.8 B2.9 B4.1 B4.2 B4.5 B4.6 D1.2,0
REPORT_2026-08-12_run13-101-module-test-evidence.md,documentation / report prose,20,17,A1.1 A2.11 A3.8 B2.19 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6 B4.7 D1.1 D1.2 D1.3 D1.4 D1.5,4
code_audit/run30_real_corpus_structure_reconciliation.csv,per-module audit rows (committed artifact),20,19,B2.1 B2.10 B2.11 B2.12 B2.13 B2.14 B2.15 B2.16 B2.17 B2.19 B2.2 B2.20 B2.3 B2.4 B2.5 B2.6 B2.7 B2.8 B2.9,0
research_fixtures/synthetic/OG-SYNTH-0.2/Opus_Gubernatio_Synthetic_Programme_v0.2/module_asset_map.csv,research fixture,20,20,A2.10 A2.11 A2.5 A3.8 B2.12 B2.13 B2.14 B2.19 B2.2 B2.20 B2.5 B2.6 B2.7 B2.8 B2.9 B4.1 B4.2 B4.5 B4.6 B4.7,0
research_fixtures/synthetic/OG-SYNTH-0.2/Opus_Gubernatio_Synthetic_Programme_v0.2/module_id_aliases.csv,research fixture,20,20,A2.10 A2.11 A2.5 A3.8 B2.12 B2.13 B2.14 B2.19 B2.2 B2.20 B2.5 B2.6 B2.7 B2.8 B2.9 B4.1 B4.2 B4.5 B4.6 B4.7,0
server/app/simulation/arm_lineage.py,simulation source (formula/registry/canonical),20,10,A1.1 B2.1 B2.2 B2.3 B2.4 B2.5 B2.6 B2.7 B2.8 B2.9,0
server/tools/participant_packages.py,audit-artifact generator / tool,20,12,A1.1 A5.3 B2.10 B2.11 B2.12 B2.13 B2.14 B2.15 B2.16 B2.17 B4.7 D1.2,0
server/tools/run35_fault_campaign.py,audit-artifact generator / tool,20,11,A1.1 A2.5 A3.4 B2.20 B2.7 B2.9 B4.1 D1.1 D1.2 D1.3 D1.5,0
code_audit/run20_neighbour_sweep_results.csv,per-module audit rows (committed artifact),19,16,A1.1 A3.4 B2.1 B2.10 B2.11 B2.12 B2.13 B2.14 B2.15 B2.16 B2.17 B2.20 B4.1 B4.2 B4.5 B4.6,3
code_audit/run30_cat6_7_final_closure.csv,per-module audit rows (committed artifact),19,19,B2.1 B2.10 B2.11 B2.12 B2.13 B2.14 B2.15 B2.16 B2.17 B2.19 B2.2 B2.20 B2.3 B2.4 B2.5 B2.6 B2.7 B2.8 B2.9,0
code_audit/run30_cat6_7_scope.csv,per-module audit rows (committed artifact),19,19,B2.1 B2.10 B2.11 B2.12 B2.13 B2.14 B2.15 B2.16 B2.17 B2.19 B2.2 B2.20 B2.3 B2.4 B2.5 B2.6 B2.7 B2.8 B2.9,0
code_audit/run30_cat7_before_after_ledger_reconciliation.csv,per-module audit rows (committed artifact),19,19,B2.1 B2.10 B2.11 B2.12 B2.13 B2.14 B2.15 B2.16 B2.17 B2.19 B2.2 B2.20 B2.3 B2.4 B2.5 B2.6 B2.7 B2.8 B2.9,0
code_audit/run30_cat7_lineage_handoff.csv,per-module audit rows (committed artifact),19,19,B2.1 B2.10 B2.11 B2.12 B2.13 B2.14 B2.15 B2.16 B2.17 B2.19 B2.2 B2.20 B2.3 B2.4 B2.5 B2.6 B2.7 B2.8 B2.9,0
code_audit/run30_cat7_operational_execution.csv,per-module audit rows (committed artifact),19,19,B2.1 B2.10 B2.11 B2.12 B2.13 B2.14 B2.15 B2.16 B2.17 B2.19 B2.2 B2.20 B2.3 B2.4 B2.5 B2.6 B2.7 B2.8 B2.9,0
code_audit/run30_cat7_operational_route_inventory.csv,per-module audit rows (committed artifact),19,19,B2.1 B2.10 B2.11 B2.12 B2.13 B2.14 B2.15 B2.16 B2.17 B2.19 B2.2 B2.20 B2.3 B2.4 B2.5 B2.6 B2.7 B2.8 B2.9,0
code_audit/run30_cat7_real_corpus_route.csv,per-module audit rows (committed artifact),19,19,B2.1 B2.10 B2.11 B2.12 B2.13 B2.14 B2.15 B2.16 B2.17 B2.19 B2.2 B2.20 B2.3 B2.4 B2.5 B2.6 B2.7 B2.8 B2.9,0
code_audit/run34_portfolio_parameter_provenance.csv,per-module audit rows (committed artifact),19,5,D1.1 D1.2 D1.3 D1.4 D1.5,0
server/app/simulation/models_ext.py,simulation source (formula/registry/canonical),19,7,A2.10 A2.11 A2.4 A2.5 A2.6 A3.4 A3.8,0
server/tests/test_run32_cat10_oracles.py,other,19,6,B2.19 B4.1 B4.2 B4.5 B4.6 B4.7,3
server/tools/test_run32_defensibility_truth.py,test suite,19,8,A1.1 A3.4 B2.9 B4.1 B4.2 B4.5 B4.6 B4.7,0
research/freeze/RUN28_CLOSURE_V12_FREEZE_2026-08-14.json,research fixture,18,10,A1.1 A3.4 A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,3
research/freeze/RUN28_PARTICIPANT_V3_FREEZE_2026-08-14.json,research fixture,18,10,A1.1 A3.4 A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,3
server/app/simulation/models_evc.py,simulation source (formula/registry/canonical),18,8,B2.2 B2.3 B2.4 B2.5 B2.6 B2.7 B2.8 B2.9,0
server/app/simulation/portfolio.py,simulation source (formula/registry/canonical),18,5,D1.1 D1.2 D1.3 D1.4 D1.5,0
REPORT_2026-08-17_run32-defensibility-metadata-and-b47-name-closure.md,documentation / report prose,17,6,A3.4 B2.20 B2.7 B2.9 B4.1 B4.7,2
code_audit/REPORT_2026-08-13_run20-cycle8-arch3-clusters.md,per-module audit rows (committed artifact),17,14,A3.4 B2.10 B2.11 B2.12 B2.13 B2.14 B2.15 B2.16 B2.17 B2.20 B4.1 B4.2 B4.5 B4.6,3
server/tools/build_run30_closure_freeze.py,audit-artifact generator / tool,17,10,A3.4 B2.13 B2.14 B2.19 B2.2 B2.20 B2.5 B2.7 B2.8 B2.9,1
server/tools/test_run16_material_cost_variance_disabled.py,test suite,17,10,A1.1 A3.4 A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,2
server/tools/test_run19_category_10.py,test suite,17,5,B4.1 B4.2 B4.5 B4.6 B4.7,1
server/tools/test_run20_advisory_lineage_disclosure.py,test suite,17,1,A5.3,8
server/tools/test_run20_primitive_lineage.py,test suite,17,12,A1.1 A5.3 B2.10 B2.11 B2.12 B2.13 B2.14 B2.15 B2.16 B2.17 D1.2 D1.5,3
server/tools/test_run33_portfolio_fault_injection.py,test suite,17,5,D1.1 D1.2 D1.3 D1.4 D1.5,0
server/app/simulation/canonical_v3.py,simulation source (formula/registry/canonical),16,7,A1.1 A2.10 A2.11 A2.4 A2.5 A2.6 A3.8,0
server/app/simulation/models_sim.py,simulation source (formula/registry/canonical),16,1,A1.1,2
server/tools/test_run30_closure_version_boundary.py,test suite,16,6,A1.1 B2.13 B2.14 B2.17 B2.2 B2.7,0
tests_render.html,other,16,4,A1.1 B2.14 B4.7 D1.3,1
REPORT_2026-08-02_d1-unobtainable-inputs.md,documentation / report prose,15,10,A1.1 B2.1 B2.2 B2.3 B2.4 B2.5 B2.6 B2.7 B2.8 B2.9,1
REPORT_2026-08-12_run10-production-remediation-and-synthetic-integration.md,documentation / report prose,15,7,A1.1 A2.10 A2.11 A2.5 A2.6 A5.3 B2.19,9
REPORT_2026-08-18_run34-portfolio-health-calibration.md,documentation / report prose,15,5,D1.1 D1.2 D1.3 D1.4 D1.5,0
code_audit/REPORT_2026-08-14_run20-cycle9-fusion-arch5-and-p1.md,per-module audit rows (committed artifact),15,11,B2.1 B2.10 B2.15 B2.2 B2.3 B2.4 B2.5 B2.6 B2.7 B2.8 B2.9,0
code_audit/run32_closure_fault_injection.csv,per-module audit rows (committed artifact),15,3,B2.9 B4.1 B4.7,0
server/app/simulation/signal_package.py,simulation source (formula/registry/canonical),15,10,A1.1 B2.1 B2.2 B2.3 B2.4 B2.5 B2.6 B2.7 B2.8 B2.9,2
server/tools/test_run28_closure.py,test suite,15,3,A1.1 A3.4 A3.8,3
code_audit/run20_cycle7_neighbour_sweep.csv,per-module audit rows (committed artifact),14,10,A1.1 B2.1 B2.2 B2.3 B2.4 B2.5 B2.6 B2.7 B2.8 B2.9,0
code_audit/run20_cycle8_material_influence.csv,per-module audit rows (committed artifact),14,14,A3.4 B2.10 B2.11 B2.12 B2.13 B2.14 B2.15 B2.16 B2.17 B2.20 B4.1 B4.2 B4.5 B4.6,0
code_audit/run35_fault_injection_results.csv,per-module audit rows (committed artifact),14,12,A1.1 A2.5 A3.4 B2.20 B2.7 B2.9 B4.1 B4.7 D1.1 D1.2 D1.3 D1.5,2
research/freeze/RUN30_CLOSURE_FREEZE_2026-08-16.json,research fixture,14,9,A3.4 B2.13 B2.14 B2.2 B2.20 B2.5 B2.7 B2.8 B2.9,1
research/freeze/RUN30_FINAL_CLOSURE_FREEZE_2026-08-16.json,research fixture,14,9,A1.1 A3.4 B2.13 B2.19 B2.20 B2.5 B2.7 B2.8 B2.9,1
server/app/simulation/models_cat10.py,simulation source (formula/registry/canonical),14,6,B2.19 B4.1 B4.2 B4.5 B4.6 B4.7,1
server/tools/run20_cycle8_probe.py,audit-artifact generator / tool,14,14,A3.4 B2.10 B2.11 B2.12 B2.13 B2.14 B2.15 B2.16 B2.17 B2.20 B4.1 B4.2 B4.5 B4.6,3
server/tools/run36_fault_campaign.py,audit-artifact generator / tool,14,7,A1.1 A2.5 A3.4 B2.20 B2.7 B2.9 D1.1,0
server/tools/test_run20_lineage_model.py,test suite,14,4,A1.1 B2.1 D1.2 D1.5,2
code_audit/run32_proxy_qualifier_reconciliation.csv,per-module audit rows (committed artifact),13,12,A2.4 A2.6 A5.3 B2.10 B2.11 B2.12 B2.13 B2.14 B2.15 B2.16 B2.17 D1.2,0
code_audit/run36_a1_1_closure.csv,per-module audit rows (committed artifact),13,1,A1.1,0
research/freeze/RUN28_CLOSURE_FREEZE_2026-08-14.json,research fixture,13,10,A1.1 A3.4 A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,2
server/app/simulation/method_labels.py,simulation source (formula/registry/canonical),13,10,A2.10 A2.11 A3.8 A5.3 B2.14 B2.2 B4.1 B4.2 B4.5 B4.6,3
server/app/simulation/models_gov.py,simulation source (formula/registry/canonical),13,11,A1.1 B2.1 B2.10 B2.2 B2.20 B2.9 B4.1 B4.2 B4.5 B4.6 B4.7,0
server/tools/build_run30_freeze.py,audit-artifact generator / tool,13,9,A3.4 B2.1 B2.13 B2.19 B2.20 B2.5 B2.7 B2.8 B2.9,0
server/tools/run32_closure_fault_campaign.py,audit-artifact generator / tool,13,3,B2.9 B4.1 B4.7,0
server/tools/test_run10_bucket2_corrections.py,test suite,13,3,A2.10 A2.11 A2.5,2
server/tools/test_run3_adapter.py,test suite,13,10,A1.1 B2.1 B2.2 B2.3 B2.4 B2.5 B2.6 B2.7 B2.8 B2.9,2
code_audit/run22_release_definition.csv,per-module audit rows (committed artifact),12,9,A3.4 A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,0
code_audit/run36_closure_fault_results.csv,per-module audit rows (committed artifact),12,3,A1.1 B2.9 D1.1,3
research/freeze/INSTRUMENT_FREEZE_CANDIDATE_MANIFEST.json,research fixture,12,10,A1.1 A3.4 A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,0
research/freeze/RUN29_CANONICAL_CAT4_5_FREEZE_2026-08-16.json,research fixture,12,10,A3.4 A3.8 A5.3 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,3
server/tests/test_run34_fault_campaign.py,other,12,4,D1.1 D1.2 D1.3 D1.4,0
server/tools/build_run30_final_closure_freeze.py,audit-artifact generator / tool,12,8,A3.4 B2.13 B2.19 B2.20 B2.5 B2.7 B2.8 B2.9,0
server/tools/test_run4_validate_seven.py,test suite,12,3,A1.1 A3.4 B4.7,0
REPORT_2026-08-18_run33-portfolio-health-v21.md,documentation / report prose,11,5,D1.1 D1.2 D1.3 D1.4 D1.5,0
code_audit/run14_scope.csv,per-module audit rows (committed artifact),11,11,A2.11 A3.8 B2.19 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6 D1.1,0
research/freeze/RUN30_CANONICAL_CAT6_7_FREEZE_2026-08-16.json,research fixture,11,9,A3.4 B2.1 B2.13 B2.19 B2.20 B2.5 B2.7 B2.8 B2.9,1
server/tools/build_run28_closure_freeze.py,audit-artifact generator / tool,11,3,A1.1 A3.4 A3.8,0
server/tools/run20_cycle7_mutation_battery.py,audit-artifact generator / tool,11,1,B2.1,0
server/tools/test_run19_category_3.py,test suite,11,2,A3.4 A3.8,1
server/tools/test_run20_cycle9_p1_implementation_defects.py,test suite,11,2,B2.10 B2.15,0
server/tools/test_run33_closure.py,test suite,11,9,A3.8 B2.20 B2.7 B2.9 D1.1 D1.2 D1.3 D1.4 D1.5,0
server/tools/test_run36_fault_guards.py,test suite,11,7,A1.1 A3.4 B2.20 B2.7 B2.9 B4.7 D1.5,1
REPORT_2026-08-03_chart-abstention-tests.md,documentation / report prose,10,9,B2.1 B2.2 B2.3 B2.4 B2.5 B2.6 B2.7 B2.8 B2.9,0
REPORT_2026-08-13_run20-supervised-scientific-remediation-loop.md,documentation / report prose,10,9,A3.4 A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,0
REPORT_2026-08-16_run29-cat4-5-canonical-remediation-v13.md,documentation / report prose,10,3,A3.4 A5.3 B2.19,6
assets/js/ds_defensibility_data.js,browser taxonomy / render source,10,10,A2.10 A2.11 A3.8 B2.9 B4.1 B4.2 B4.5 B4.6 B4.7 D1.1,0
code_audit/REPORT_2026-08-11_run5-export.md,per-module audit rows (committed artifact),10,4,A3.4 A3.8 B2.7 B2.9,1
code_audit/run20_cycle9_arch5_determination.csv,per-module audit rows (committed artifact),10,8,B2.2 B2.3 B2.4 B2.5 B2.6 B2.7 B2.8 B2.9,1
code_audit/run32_cat10_operational_route_inventory.csv,per-module audit rows (committed artifact),10,5,B4.1 B4.2 B4.5 B4.6 B4.7,0
code_audit/run33_portfolio_operational_route_inventory.csv,per-module audit rows (committed artifact),10,5,D1.1 D1.2 D1.3 D1.4 D1.5,0
code_audit/run9_abstention_results.csv,per-module audit rows (committed artifact),10,2,A1.1 B2.19,0
research/freeze/RUN26_COUNTS_WIRING_EMPTY_FREEZE_2026-08-14.json,research fixture,10,9,A3.4 A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,0
research/freeze/RUN28_CANONICAL_CAT1_3_FREEZE_2026-08-14.json,research fixture,10,9,A3.4 A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,0
server/tools/build_run28_scope.py,audit-artifact generator / tool,10,8,A1.1 A2.10 A2.11 A2.4 A2.5 A2.6 A3.4 A3.8,1
server/tools/build_run32_artifacts.py,audit-artifact generator / tool,10,5,B4.1 B4.2 B4.5 B4.6 B4.7,0
server/tools/build_run37_acceptance.py,audit-artifact generator / tool,10,8,A1.1 A3.4 B2.19 B4.1 B4.2 B4.5 B4.6 B4.7,3
server/tools/test_run11_neighbour_defects.py,test suite,10,2,A2.6 A5.3,1
server/tools/test_run20_cycle12_reaudit.py,test suite,10,6,A3.4 D1.1 D1.2 D1.3 D1.4 D1.5,0
server/tools/test_run36_instrument_qualification.py,test suite,10,5,A1.1 A3.4 B2.20 B2.7 B2.9,0
REPORT_2026-08-11_run4-validate-seven.md,documentation / report prose,9,9,A3.4 A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,1
code_audit/REPORT_2026-08-10_module-source-export.md,per-module audit rows (committed artifact),9,8,A1.1 A2.10 A3.8 B2.1 B2.20 B2.6 B2.8 B4.7,1
code_audit/run15_scope.csv,per-module audit rows (committed artifact),9,9,A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6 D1.1,0
code_audit/run36_fault_injection_results.csv,per-module audit rows (committed artifact),9,5,A1.1 A2.5 A3.8 B2.7 D1.5,1
research/freeze/FINAL_RESEARCH_INSTRUMENT_FREEZE_2026-08-14.json,research fixture,9,9,A3.4 A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,0
research/freeze/POST_RUN22_UI_CORRECTION_FREEZE_2026-08-14.json,research fixture,9,9,A3.4 A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,0
research/freeze/RUN24_EMPTY_PROJECT_DIAGRAM_FREEZE_2026-08-14.json,research fixture,9,9,A3.4 A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,0
research/freeze/RUN25_RAIL_REMOVAL_FREEZE_2026-08-14.json,research fixture,9,9,A3.4 A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,0
server/tools/run17/coverage.csv,audit-artifact generator / tool,9,9,A1.1 A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,0
server/tools/test_run14_mismatch_remediation.py,test suite,9,2,A2.11 B2.19,3
server/tools/test_run28_participant_packages.py,test suite,9,3,A1.1 A5.3 B4.7,1
server/tools/test_run36_closure_guards.py,test suite,9,2,A1.1 D1.1,1
REPORT_2026-08-13_run19-complete-100-module-scientific-audit.md,documentation / report prose,8,8,A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,0
code_audit/run10_no_operational_effect.csv,per-module audit rows (committed artifact),8,8,A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,0
code_audit/run14_disabled_method_functional_tests.csv,per-module audit rows (committed artifact),8,8,A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,0
code_audit/run15_disabled_methods_root_cause.csv,per-module audit rows (committed artifact),8,8,A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,0
code_audit/run28_cat1_3_scope.csv,per-module audit rows (committed artifact),8,8,A1.1 A2.10 A2.11 A2.4 A2.5 A2.6 A3.4 A3.8,0
code_audit/run36_population_reconciliation.csv,per-module audit rows (committed artifact),8,3,A1.1 A3.4 B2.9,2
code_audit/run9_no_operational_effect.csv,per-module audit rows (committed artifact),8,8,A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,0
remediation_decisions_answered.md,documentation / report prose,8,8,A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,0
research_fixtures/synthetic/OG-SYNTH-0.2/Opus_Gubernatio_Synthetic_Programme_v0.2/package_C_optional_activation_lab/activation_candidates.csv,research fixture,8,8,A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,0
research_fixtures/synthetic/OG-SYNTH-0.2/Opus_Gubernatio_Synthetic_Programme_v0.2/package_C_optional_activation_lab/reuse_manifest.csv,research fixture,8,8,A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,0
research_fixtures/synthetic/OG-SYNTH-0.3/Opus_Gubernatio_Synthetic_Programme_v0.3/package_C_optional_activation_lab/activation_candidates.csv,research fixture,8,8,A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,0
research_fixtures/synthetic/OG-SYNTH-0.3/Opus_Gubernatio_Synthetic_Programme_v0.3/package_C_optional_activation_lab/reuse_manifest.csv,research fixture,8,8,A3.8 B2.20 B2.7 B2.9 B4.1 B4.2 B4.5 B4.6,0
server/tests/synthetic_fixtures/known_answers/module_oracles.py,other,8,2,A1.1 B2.19,0
server/tools/build_run35_closure_artifacts.py,audit-artifact generator / tool,8,1,A1.1,0
server/tools/drive_run36_browser.py,audit-artifact generator / tool,8,1,A1.1,1
server/tools/drive_run37_browser.py,audit-artifact generator / tool,8,1,A1.1,1
server/tools/run32_fix_cat10_knowledge.py,audit-artifact generator / tool,8,5,B4.1 B4.2 B4.5 B4.6 B4.7,1
server/tools/test_run41_preservation.py,test suite,8,6,B2.19 B4.1 B4.2 B4.5 B4.6 B4.7,3
REPORT_2026-08-02_pipeline-audit.md,documentation / report prose,7,7,B2.2 B2.3 B2.5 B2.6 B2.7 B2.8 B2.9,0
REPORT_2026-08-11_run7-fix-now-defects.md,documentation / report prose,7,4,A2.11 A2.4 A3.4 B4.7,3
code_audit/SHARED_MACHINERY.md,per-module audit rows (committed artifact),7,6,A1.1 A2.10 A2.4 A3.4 B2.1 B4.2,5
code_audit/run28_operational_closure_28.csv,per-module audit rows (committed artifact),7,7,A1.1 A2.10 A2.11 A2.4 A2.5 A2.6 A3.8,0
code_audit/run33_portfolio_health_final_closure.csv,per-module audit rows (committed artifact),7,5,D1.1 D1.2 D1.3 D1.4 D1.5,0
server/tools/build_run13_evidence.py,audit-artifact generator / tool,7,5,D1.1 D1.2 D1.3 D1.4 D1.5,0
server/tools/run32_closure_browser_verification.py,audit-artifact generator / tool,7,7,A1.1 A3.4 B2.19 B2.20 B2.7 B2.9 D1.1,2
server/tools/test_run27_remediation_matrix.py,test suite,7,2,A1.1 B4.7,0
server/tools/test_run30_lineage_semantics.py,test suite,7,3,A1.1 B2.14 B2.7,1
tools/build_run11_defensibility_evidence.py,other,7,4,A1.1 A3.4 B4.1 B4.7,2
REPORT_2026-08-11_run6-known-answer-tests.md,documentation / report prose,6,6,A1.1 A2.10 A2.11 A2.5 B2.19 B4.7,2
REPORT_2026-08-21_period-binding-mechanism-repair.md,documentation / report prose,6,2,D1.1 D1.5,1
code_audit/run27_guard_nonvacuity.csv,per-module audit rows (committed artifact),6,1,A2.10,0
code_audit/run32_marcos_critic_placement.csv,per-module audit rows (committed artifact),6,3,B2.19 B4.1 B4.6,2
code_audit/run32_proxy_qualifier_browser_verification.csv,per-module audit rows (committed artifact),6,6,B4.1 B4.2 B4.5 B4.6 B4.7 D1.2,0
server/tests/test_run34_count_fault_campaign.py,other,6,1,D1.4,0
server/tools/build_run27_remediation_matrix.py,audit-artifact generator / tool,6,5,A1.1 A2.10 A2.6 A3.4 D1.5,2
server/tools/build_run36_v25_execution_proof.py,audit-artifact generator / tool,6,2,A1.1 D1.1,1
server/tools/run27_fault_campaign.py,audit-artifact generator / tool,6,1,A2.10,0
server/tools/run36_closure_fault_campaign.py,audit-artifact generator / tool,6,2,A1.1 A2.5,0
server/tools/test_run29_fault_campaign.py,test suite,6,1,A5.3,1
REPORT_2026-08-02_decision-card-routing.md,documentation / report prose,5,1,D1.3,0
REPORT_2026-08-02_geocode-and-decision-card.md,documentation / report prose,5,1,B4.7,0
REPORT_2026-08-05_charts-from-stored.md,documentation / report prose,5,2,D1.2 D1.3,0
REPORT_2026-08-11_synthetic-package-ingest-and-reconciliation.md,documentation / report prose,5,2,A1.1 B2.19,2
REPORT_2026-08-12_synthetic-v0.3-monte-carlo-dsm-correction.md,documentation / report prose,5,1,A1.1,1
assets/js/deepdive.js,browser taxonomy / render source,5,5,D1.1 D1.2 D1.3 D1.4 D1.5,0
code_audit/run20_anti_fossilization_register.csv,per-module audit rows (committed artifact),5,4,B2.11 B2.12 B2.13 B2.14,2
code_audit/run20_cycle6_primitive_lineage_sweep.csv,per-module audit rows (committed artifact),5,4,A1.1 A5.3 D1.2 D1.5,1
code_audit/run22_final_guard_nonvacuity.csv,per-module audit rows (committed artifact),5,2,A3.4 B4.6,0
code_audit/run28_supply_path_closure.csv,per-module audit rows (committed artifact),5,5,A2.10 A2.11 A2.4 A2.5 A2.6,5
code_audit/run32_cat10_final_closure.csv,per-module audit rows (committed artifact),5,5,B4.1 B4.2 B4.5 B4.6 B4.7,0
code_audit/run32_cat10_scope.csv,per-module audit rows (committed artifact),5,5,B4.1 B4.2 B4.5 B4.6 B4.7,0
code_audit/run32_decision_supply_path_reconciliation.csv,per-module audit rows (committed artifact),5,5,B4.1 B4.2 B4.5 B4.6 B4.7,0
code_audit/run32_real_corpus_decision_structure_reconciliation.csv,per-module audit rows (committed artifact),5,5,B4.1 B4.2 B4.5 B4.6 B4.7,0
code_audit/run33_portfolio_health_scope.csv,per-module audit rows (committed artifact),5,5,D1.1 D1.2 D1.3 D1.4 D1.5,0
code_audit/run33_real_portfolio_structure_reconciliation.csv,per-module audit rows (committed artifact),5,5,D1.1 D1.2 D1.3 D1.4 D1.5,0
code_audit/run34_portfolio_health_calibration_closure.csv,per-module audit rows (committed artifact),5,5,D1.1 D1.2 D1.3 D1.4 D1.5,0
