file,type,count,distinct_retired_ids,retired_ids,lines_also_naming_an_in_service_module
code_audit/run34_portfolio_health_scope.csv,per-module audit rows (committed artifact),5,5,D1.1 D1.2 D1.3 D1.4 D1.5,0
code_audit/run34_real_portfolio_calibration_reconciliation.csv,per-module audit rows (committed artifact),5,5,D1.1 D1.2 D1.3 D1.4 D1.5,0
code_audit/run8_module_classification.csv,per-module audit rows (committed artifact),5,5,A1.1 A2.10 A2.11 A2.5 B2.19,0
code_audit/run8_module_test_results.csv,per-module audit rows (committed artifact),5,5,A1.1 A2.10 A2.11 A2.5 B2.19,0
code_audit/run8_unresolved_27_universe.csv,per-module audit rows (committed artifact),5,5,A1.1 A2.10 A2.11 A2.5 B2.19,0
research/freeze/INSTRUMENT_FREEZE_CANDIDATE.md,research fixture,5,1,A1.1,0
server/tools/run22_guard_mutation_campaign.py,audit-artifact generator / tool,5,3,A1.1 A3.4 B4.6,1
server/tools/run36_production_changes.py,audit-artifact generator / tool,5,1,A1.1,1
server/tools/test_run20_voting_lineage.py,test suite,5,2,A1.1 B2.1,0
server/tools/test_run26_counts_and_wiring.py,test suite,5,1,A3.4,0
server/tools/test_simulation.py,test suite,5,1,A1.1,0
server/tools/test_six_fixes.py,test suite,5,1,B4.7,0
tools/report_synthetic_v02.py,other,5,2,A1.1 B2.19,1
REPORT_2026-08-11_run9-test-only-synthetic-integration.md,documentation / report prose,4,2,A1.1 B2.19,0
REPORT_2026-08-14_run22-final-freeze-release-qualification.md,documentation / report prose,4,3,A3.4 B2.1 B4.6,0
REPORT_2026-08-14_sitewide-counts-wiring-and-empty.md,documentation / report prose,4,2,A1.1 A3.4,0
REPORT_2026-08-21_run41A_condition_survey.md,documentation / report prose,4,3,B4.7 D1.1 D1.5,0
code_audit/REPORT_2026-08-13_run20-cycle5-lineage-declaration-truth.md,per-module audit rows (committed artifact),4,2,A1.1 B2.1,2
code_audit/REPORT_2026-08-13_run20-cycle6-primitive-lineage.md,per-module audit rows (committed artifact),4,3,A5.3 B2.1 D1.5,1
code_audit/run20_fault_injection_results.csv,per-module audit rows (committed artifact),4,2,A1.1 A5.3,0
code_audit/run33_simulation_version_execution_proof.csv,per-module audit rows (committed artifact),4,4,D1.1 D1.3 D1.4 D1.5,0
code_audit/run34_count_fault_injection_results.csv,per-module audit rows (committed artifact),4,1,D1.4,0
code_audit/run8_required_project_corpus_specs.csv,per-module audit rows (committed artifact),4,4,A1.1 A2.10 A2.11 A2.5,1
remediation_programme.md,documentation / report prose,4,2,B2.1 B2.9,2
server/app/simulation/portfolio_health.py,simulation source (formula/registry/canonical),4,2,D1.1 D1.5,0
server/tools/build_run26_freeze.py,audit-artifact generator / tool,4,1,A3.4,0
server/tools/build_run28_closure_tables.py,audit-artifact generator / tool,4,2,A1.1 A3.4,1
server/tools/build_run28_freeze.py,audit-artifact generator / tool,4,1,A3.4,0
server/tools/build_run29_freeze.py,audit-artifact generator / tool,4,2,A3.4 A5.3,1
server/tools/build_run32_defensibility_inventory.py,audit-artifact generator / tool,4,1,A1.1,1
server/tools/build_run35_eligibility.py,audit-artifact generator / tool,4,2,A1.1 A3.4,0
server/tools/production_tree.py,audit-artifact generator / tool,4,2,A1.1 D1.2,0
server/tools/run28_production_changes.py,audit-artifact generator / tool,4,1,A1.1,0
server/tools/run32_production_changes.py,audit-artifact generator / tool,4,2,B2.19 B4.7,1
server/tools/test_run10_monte_carlo_eac_fixture.py,test suite,4,1,A1.1,0
server/tools/test_run10_synthetic_v03.py,test suite,4,1,A1.1,1
server/tools/test_run19_category_5.py,test suite,4,1,A5.3,1
server/tools/test_run20_cycle11_parameter_provenance.py,test suite,4,3,A3.4 D1.1 D1.5,2
server/tools/test_run29_supply_path_guard.py,test suite,4,1,A5.3,3
server/tools/test_run30_non_vacuity.py,test suite,4,2,B2.7 B2.9,0
server/tools/test_run33_version_boundary.py,test suite,4,4,D1.1 D1.3 D1.4 D1.5,0
REPORT_2026-08-02_d1-implementation.md,documentation / report prose,3,3,B2.1 B2.2 B2.8,0
REPORT_2026-08-02_detail-page-and-markers.md,documentation / report prose,3,2,A1.1 D1.3,0
REPORT_2026-08-11_synthetic-v0.2-reingest-and-closure.md,documentation / report prose,3,2,A1.1 B2.19,1
code_audit/REPORT_2026-08-13_run20-cycle3-lineage-and-category9-gate.md,per-module audit rows (committed artifact),3,2,A3.4 B2.1,0
code_audit/REPORT_2026-08-13_run20-cycle7-b21-evidence-combination.md,per-module audit rows (committed artifact),3,1,B2.1,0
code_audit/run10_bucket2_mutation_proof.csv,per-module audit rows (committed artifact),3,3,A2.10 A2.11 A2.5,0
code_audit/run10_bucket2_scope.csv,per-module audit rows (committed artifact),3,3,A2.10 A2.11 A2.5,0
code_audit/run20_cycle12_guard_nonvacuity.csv,per-module audit rows (committed artifact),3,3,A1.1 A3.8 D1.5,0
code_audit/run20_defect_class_cycles.csv,per-module audit rows (committed artifact),3,2,A1.1 A3.4,1
code_audit/run21_abstention_rendering_results.csv,per-module audit rows (committed artifact),3,3,A2.10 A2.4 A2.5,0
code_audit/run21_guard_nonvacuity_results.csv,per-module audit rows (committed artifact),3,2,A3.4 A3.8,0
code_audit/run28_closure_fault_injection.csv,per-module audit rows (committed artifact),3,1,A1.1,0
code_audit/run29_supply_path_reconciliation.csv,per-module audit rows (committed artifact),3,1,A5.3,1
code_audit/run34_simulation_version_execution_proof.csv,per-module audit rows (committed artifact),3,3,D1.1 D1.2 D1.3,0
code_audit/run35_a1_1_run36_handoff.json,per-module audit rows (committed artifact),3,1,A1.1,0
code_audit/run36_v24_v25_a1_1_execution_proof.csv,per-module audit rows (committed artifact),3,2,A1.1 D1.1,0
code_audit/synthetic_v02_independent_checks.csv,per-module audit rows (committed artifact),3,2,A1.1 B2.19,1
research/freeze/run37_freeze_gate_campaign.csv,research fixture,3,2,A1.1 A2.5,1
research_fixtures/synthetic/OG-SYNTH-0.3/Opus_Gubernatio_Synthetic_Programme_v0.3/VALIDATION_SUMMARY.md,research fixture,3,1,A1.1,0
research_fixtures/synthetic/OG-SYNTH-0.3/Opus_Gubernatio_Synthetic_Programme_v0.3/validation_report.json,research fixture,3,1,A1.1,0
server/app/project_data.py,server source,3,3,B2.19 B4.1 B4.6,1
server/app/simulation/canonical.py,simulation source (formula/registry/canonical),3,1,B2.19,0
server/app/simulation/canonical_v4.py,simulation source (formula/registry/canonical),3,1,A5.3,1
server/app/simulation/models_doc.py,simulation source (formula/registry/canonical),3,1,A5.3,0
server/tests/test_run34_version_boundary.py,other,3,3,D1.1 D1.2 D1.3,0
server/tools/build_run22_freeze.py,audit-artifact generator / tool,3,1,A3.4,0
server/tools/build_run23_freeze.py,audit-artifact generator / tool,3,1,A3.4,0
server/tools/build_run24_freeze.py,audit-artifact generator / tool,3,1,A3.4,0
server/tools/build_run25_freeze.py,audit-artifact generator / tool,3,1,A3.4,0
server/tools/build_run30_closure_artifacts.py,audit-artifact generator / tool,3,2,A1.1 B2.1,0
server/tools/build_run35_results.py,audit-artifact generator / tool,3,3,B2.20 B2.7 B2.9,0
server/tools/run17/population.py,audit-artifact generator / tool,3,3,A1.1 A3.4 B4.7,0
server/tools/run20_cycle6_mutation_battery.py,audit-artifact generator / tool,3,2,D1.2 D1.5,0
server/tools/run26_fault_campaign.py,audit-artifact generator / tool,3,2,A3.4 D1.5,0
server/tools/run28_closure_fault_campaign.py,audit-artifact generator / tool,3,1,A1.1,0
server/tools/test_courses_of_action.py,test suite,3,1,B4.7,0
server/tools/test_documents_b7b.py,test suite,3,1,B4.7,0
server/tools/test_period_series.py,test suite,3,2,D1.1 D1.3,0
server/tools/test_run10_state_protection.py,test suite,3,3,A1.1 A3.4 B4.7,1
server/tools/test_run14_anomaly_detectors.py,test suite,3,1,D1.1,1
server/tools/test_run15_isolation_forest.py,test suite,3,1,D1.1,0
server/tools/test_run29_canonical_oracles.py,test suite,3,2,A3.4 A5.3,1
server/tools/test_run35_closure_voter_identities.py,test suite,3,1,A1.1,0
REPORT_2026-08-01_fixture-and-taxonomy.md,documentation / report prose,2,2,D1.1 D1.5,0
REPORT_2026-08-02_notices-and-unported.md,documentation / report prose,2,2,D1.1 D1.5,1
REPORT_2026-08-12_run10b-critical-voter-and-bucket34-integration.md,documentation / report prose,2,2,A1.1 B2.19,2
REPORT_2026-08-12_run11-browser-participant-governance-cleanup.md,documentation / report prose,2,2,A2.6 A5.3,0
REPORT_2026-08-12_run17-scientific-method-audit.md,documentation / report prose,2,1,A3.4,0
code_audit/RUN20_HANDOFF_AFTER_CYCLE6.md,per-module audit rows (committed artifact),2,1,B2.1,0
code_audit/run10_neighbour_sweep.csv,per-module audit rows (committed artifact),2,2,A2.6 A5.3,0
code_audit/run10b_neighbour_findings.csv,per-module audit rows (committed artifact),2,2,A2.6 A5.3,0
code_audit/run11_neighbour_defects_fixed.csv,per-module audit rows (committed artifact),2,2,A2.6 A5.3,0
code_audit/run14_mismatch_remediation.csv,per-module audit rows (committed artifact),2,2,A2.11 B2.19,0
code_audit/run20_cycle6_acceptance_controls.csv,per-module audit rows (committed artifact),2,1,A5.3,2
code_audit/run32_closure_participant_package_v8_checksums.sha256,per-module audit rows (committed artifact),2,1,B4.7,0
code_audit/run36_a1_1_prechange_measurement.json,per-module audit rows (committed artifact),2,1,A1.1,0
code_audit/run36_authenticated_browser_qualification.csv,per-module audit rows (committed artifact),2,1,A1.1,0
code_audit/run36_closure_participant_package_v13_checksums.sha256,per-module audit rows (committed artifact),2,1,A1.1,0
code_audit/run36_participant_package_v12_checksums.sha256,per-module audit rows (committed artifact),2,1,A1.1,0
code_audit/run37_browser_qualification.csv,per-module audit rows (committed artifact),2,1,A1.1,0
code_audit/run42_defects.csv,per-module audit rows (committed artifact),2,2,D1.1 D1.5,0
code_audit/run9_alias_overlay_verification.csv,per-module audit rows (committed artifact),2,2,A1.1 B2.19,0
code_audit/run9_known_answer_results.csv,per-module audit rows (committed artifact),2,2,A1.1 B2.19,0
code_audit/synthetic_package_integration_plan.csv,per-module audit rows (committed artifact),2,2,A1.1 B2.19,0
code_audit/synthetic_package_module_reconciliation.csv,per-module audit rows (committed artifact),2,2,A1.1 B2.19,0
code_audit/synthetic_v02_run8_reconciliation.csv,per-module audit rows (committed artifact),2,2,A1.1 B2.19,0
research/methodology/run34_portfolio_calibration_protocol.md,research fixture,2,2,D1.1 D1.5,0
research_fixtures/production_contract/monte_carlo_eac_forecast/contract.json,research fixture,2,1,A1.1,0
research_fixtures/synthetic/OG-SYNTH-0.3/Opus_Gubernatio_Synthetic_Programme_v0.3/generators/build_opus_synthetic_programme_v0_3.py,research fixture,2,1,A1.1,0
research_fixtures/synthetic/OG-SYNTH-0.3/Opus_Gubernatio_Synthetic_Programme_v0.3/generators/validate_synthetic_programme_v0_3.py,research fixture,2,2,A1.1 B2.19,0
research_fixtures/synthetic/OG-SYNTH-0.3/Opus_Gubernatio_Synthetic_Programme_v0.3/package_A_project_structures/monte_carlo_contract.json,research fixture,2,1,A1.1,0
research_fixtures/synthetic/OG-SYNTH-0.5/README.md,research fixture,2,2,D1.1 D1.5,0
server/tools/build_run26_authoritative_edges.py,audit-artifact generator / tool,2,1,A1.1,0
server/tools/build_run29_closure_freeze.py,audit-artifact generator / tool,2,1,A3.4,0
server/tools/drive_run11_participant_route.py,audit-artifact generator / tool,2,2,A2.6 A5.3,1
server/tools/drive_run4_validate_seven.py,audit-artifact generator / tool,2,1,A3.4,1
server/tools/run18_production_hashes.py,audit-artifact generator / tool,2,1,A3.4,0
server/tools/run29_production_changes.py,audit-artifact generator / tool,2,1,A5.3,1
server/tools/run37_freeze_gate_campaign.py,audit-artifact generator / tool,2,2,A2.5 A3.4,0
server/tools/test_decision_ui_t4.py,test suite,2,2,A1.1 D1.5,1
server/tools/test_export_workbook.py,test suite,2,2,A1.1 B4.7,0
server/tools/test_run21_instrument_invariants.py,test suite,2,2,A2.5 A3.4,1
server/tools/test_run31_version_boundaries.py,test suite,2,1,B2.1,2
server/tools/test_run9_synthetic_integration.py,test suite,2,1,A1.1,1
server/tools/test_training_detail.py,test suite,2,2,A1.1 B2.14,0
COPY_GLOSSARY.md,documentation / report prose,1,1,A1.1,0
REPORT_2026-08-04_training-detail.md,documentation / report prose,1,1,A1.1,0
REPORT_2026-08-05_chart-group-labels.md,documentation / report prose,1,1,A1.1,0
REPORT_2026-08-05_module-charts.md,documentation / report prose,1,1,D1.3,0
REPORT_2026-08-10_google-maps-and-copy.md,documentation / report prose,1,1,A1.1,0
REPORT_2026-08-14_post-run22-signal-flow-ui-correction.md,documentation / report prose,1,1,A3.4,0
REPORT_2026-08-18_run32-proxy-qualifier-and-client-authority-closure.md,documentation / report prose,1,1,D1.2,1
assets/js/taxonomy.js,browser taxonomy / render source,1,1,A1.1,0
code_audit/GROUP_D_portfolio-level.md,per-module audit rows (committed artifact),1,1,D1.3,0
code_audit/REPORT_2026-08-13_run20-cycle4-advisory-lineage-disclosure.md,per-module audit rows (committed artifact),1,1,B2.1,0
code_audit/run10_module_identity.csv,per-module audit rows (committed artifact),1,1,A1.1,0
code_audit/run10_validator_fault_injection.csv,per-module audit rows (committed artifact),1,1,A1.1,0
code_audit/run10b_bucket3_integration.csv,per-module audit rows (committed artifact),1,1,A1.1,0
code_audit/run10b_bucket4_integration.csv,per-module audit rows (committed artifact),1,1,B2.19,0
code_audit/run14_anomaly_detector_validation.csv,per-module audit rows (committed artifact),1,1,D1.1,0
code_audit/run20_cycle12_lineage_campaign.csv,per-module audit rows (committed artifact),1,1,A1.1,1
code_audit/run20_cycle7_b21_arm_lineage.csv,per-module audit rows (committed artifact),1,1,A1.1,0
code_audit/run20_lineage_results.csv,per-module audit rows (committed artifact),1,1,A1.1,1
code_audit/run22_final_lineage_results.csv,per-module audit rows (committed artifact),1,1,A1.1,1
code_audit/run28_closure_participant_package_checksums.sha256,per-module audit rows (committed artifact),1,1,A1.1,0
code_audit/run28_closure_v3_participant_package_checksums.sha256,per-module audit rows (committed artifact),1,1,A1.1,0
code_audit/run29_cat4_5_scope.csv,per-module audit rows (committed artifact),1,1,A5.3,1
code_audit/run29_closure_18_target_table.csv,per-module audit rows (committed artifact),1,1,A5.3,0
code_audit/run29_fault_injection.csv,per-module audit rows (committed artifact),1,1,A5.3,1
code_audit/run29_real_corpus_structure_reconciliation.csv,per-module audit rows (committed artifact),1,1,A5.3,1
code_audit/run32_participant_package_v7_checksums.sha256,per-module audit rows (committed artifact),1,1,B4.7,0
code_audit/run32_qualifier_participant_package_v10_checksums.sha256,per-module audit rows (committed artifact),1,1,D1.2,1
code_audit/run33_participant_package_v11_checksums.sha256,per-module audit rows (committed artifact),1,1,D1.2,0
code_audit/run33_portfolio_fault_injection_results.csv,per-module audit rows (committed artifact),1,1,D1.3,0
code_audit/run33_proxy_qualifier_withdrawal.csv,per-module audit rows (committed artifact),1,1,D1.2,0
code_audit/run35_closure_fault_injection.csv,per-module audit rows (committed artifact),1,1,A1.1,0
code_audit/run8_required_reference_decision_specs.csv,per-module audit rows (committed artifact),1,1,B2.19,1
code_audit/synthetic_v02_gap_closure.csv,per-module audit rows (committed artifact),1,1,B2.19,1
research/freeze/INSTRUMENT_FINAL_FREEZE_RECORD.json,research fixture,1,1,A1.1,0
research/freeze/INSTRUMENT_FINAL_FREEZE_REPORT.md,research fixture,1,1,A1.1,0
research/freeze/RUN29_CLOSURE_FREEZE_2026-08-16.json,research fixture,1,1,A3.4,0
research/freeze/RUN41_SUCCESSOR_FREEZE_RECORD.json,research fixture,1,1,A1.1,0
research/freeze/RUN42_SUCCESSOR_FREEZE_RECORD.json,research fixture,1,1,A1.1,0
research_fixtures/synthetic/OG-SYNTH-0.2/Opus_Gubernatio_Synthetic_Programme_v0.2/AUDIT_RESOLUTION_v0.2.md,research fixture,1,1,B2.19,0
research_fixtures/synthetic/OG-SYNTH-0.2/Opus_Gubernatio_Synthetic_Programme_v0.2/generators/build_opus_synthetic_programme_v0_2.py,research fixture,1,1,B2.19,0
research_fixtures/synthetic/OG-SYNTH-0.2/Opus_Gubernatio_Synthetic_Programme_v0.2/generators/validate_synthetic_programme_v0_2.py,research fixture,1,1,B2.19,0
research_fixtures/synthetic/OG-SYNTH-0.3/Opus_Gubernatio_Synthetic_Programme_v0.3/generators/build_opus_synthetic_programme_v0_2.py,research fixture,1,1,B2.19,0
research_fixtures/synthetic/OG-SYNTH-0.5/package_D_portfolio_health/ph1_isolation_forest_fixture.json,research fixture,1,1,D1.1,0
research_fixtures/synthetic/OG-SYNTH-0.5/package_D_portfolio_health/ph1_rank_agreement_fixture.json,research fixture,1,1,D1.1,0
research_fixtures/synthetic/OG-SYNTH-0.5/package_D_portfolio_health/ph2_midrank_percentile_fixture.json,research fixture,1,1,D1.2,0
research_fixtures/synthetic/OG-SYNTH-0.5/package_D_portfolio_health/ph3_trajectory_slope_fixture.json,research fixture,1,1,D1.3,0
research_fixtures/synthetic/OG-SYNTH-0.5/package_D_portfolio_health/ph4_nearest_neighbour_fixture.json,research fixture,1,1,D1.4,0
research_fixtures/synthetic/OG-SYNTH-0.5/package_D_portfolio_health/ph5_component_profile_fixture.json,research fixture,1,1,D1.5,0
research_fixtures/synthetic/module_id_aliases_overlay.csv,research fixture,1,1,A1.1,0
server/app/documents.py,server source,1,1,B4.7,0
server/tests/synthetic_fixtures/importers/production_structures.py,other,1,1,B2.19,1
server/tests/test_run35_closure_version_boundary.py,other,1,1,A1.1,0
server/tools/build_client_taxonomy.py,audit-artifact generator / tool,1,1,B4.7,0
server/tools/build_run30_artifacts.py,audit-artifact generator / tool,1,1,B2.1,0
server/tools/run15_isolation_forest_calibration.py,audit-artifact generator / tool,1,1,D1.1,0
server/tools/run20_production_changes.py,audit-artifact generator / tool,1,1,A1.1,0
server/tools/run35_closure_fault_campaign.py,audit-artifact generator / tool,1,1,A1.1,0
server/tools/test_run19_category_4.py,test suite,1,1,B2.10,0
server/tools/test_run20_category9_gate.py,test suite,1,1,B2.1,0
server/tools/test_run20_declared_production_changes.py,test suite,1,1,A1.1,0
server/tools/test_run25_rail_removal.py,test suite,1,1,A1.1,0
server/tools/test_run29_corpus_reconciliation.py,test suite,1,1,A5.3,1
server/tools/test_run30_version_boundary.py,test suite,1,1,B2.1,0
server/tools/test_run5_export.py,test suite,1,1,A3.8,0
server/tools/test_workspace_t3t5.py,test suite,1,1,B4.7,0
tools/audit_synthetic_v02.py,other,1,1,B2.19,1
